Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec
922	Spectrogram 1	1	7353.840083333	7354.016054145	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	77.481	3937.5	9843.8	ARAYA-SAL-113.Table.1.selections.txt	v	0.327945401999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	46
923	Spectrogram 1	1	7354.253083333	7354.365484700	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	77.894	4666.7	9656.2	ARAYA-SAL-113.Table.1.selections.txt	w	0.15639256	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	37
924	Spectrogram 1	1	7354.436083333	7354.619440128	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	78.077	4406.2	7968.8	ARAYA-SAL-113.Table.1.selections.txt	x	0.183356794999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	38
925	Spectrogram 1	1	7354.794083333	7355.029229488	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	78.435	4312.5	9562.5	ARAYA-SAL-113.Table.1.selections.txt	mm	NA	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	64
926	Spectrogram 1	1	7355.167083333	7355.324850269	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	78.808	4218.8	10500.0	ARAYA-SAL-113.Table.1.selections.txt	nn	0.20591920599999	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	59
927	Spectrogram 1	1	7355.494083333	7355.663986187	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	79.135	3000.0	9562.5	ARAYA-SAL-113.Table.1.selections.txt	y	0.213545842999991	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	60
928	Spectrogram 1	1	7355.930083333	7356.075714350	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	79.571	4312.5	9937.5	ARAYA-SAL-113.Table.1.selections.txt	kk	0.205919206000004	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	54
929	Spectrogram 1	1	7356.268083333	7356.387419861	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	79.909	5343.8	9468.8	ARAYA-SAL-113.Table.1.selections.txt	b	0.152532745000002	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	55
930	Spectrogram 1	1	7356.416083333	7356.551034660	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	80.057	5156.2	9562.5	ARAYA-SAL-113.Table.1.selections.txt	c	0.221172479999993	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	56
931	Spectrogram 1	1	7356.721083333	7356.864545878	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	80.362	4125.0	10125.0	ARAYA-SAL-113.Table.1.selections.txt	d	0.221172480000007	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	57
932	Spectrogram 1	1	7357.156083333	7357.332405796	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	80.797	3187.5	9750.0	ARAYA-SAL-113.Table.1.selections.txt	e	0.221172479999993	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	58
933	Spectrogram 1	1	7357.427083333	7357.651597819	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	81.068	3937.5	10031.2	ARAYA-SAL-113.Table.1.selections.txt	a	0.381331863	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	53
934	Spectrogram 1	1	7357.903083333	7358.028193891	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	81.544	2666.7	9562.5	ARAYA-SAL-113.Table.1.selections.txt	w	0.134821173000006	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	39
935	Spectrogram 1	1	7358.094083333	7358.282190064	ARAYA-SAL-113.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-113.WAV	81.735	4593.8	7781.2	ARAYA-SAL-113.Table.1.selections.txt	x	0.226499570000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	40
936	Spectrogram 1	1	7422.652666667	7422.893362376	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	0.024	3937.5	9843.8	ARAYA-SAL-114.Table.1.selections.txt	a	0.285573981	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	1
937	Spectrogram 1	1	7422.998666667	7423.202954622	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	0.370	4312.5	10125.0	ARAYA-SAL-114.Table.1.selections.txt	b	0.29271333	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	2
938	Spectrogram 1	1	7423.413666667	7423.541093808	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	0.785	3843.8	10125.0	ARAYA-SAL-114.Table.1.selections.txt	c	0.207041136	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	3
939	Spectrogram 1	1	7423.719666667	7423.877433603	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	1.091	4125.0	9843.8	ARAYA-SAL-114.Table.1.selections.txt	d	0.242737884	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	4
940	Spectrogram 1	1	7424.105666667	7424.297818704	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	1.477	3468.8	9375.0	ARAYA-SAL-114.Table.1.selections.txt	e	0.292713331	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	5
941	Spectrogram 1	1	7424.453666667	7424.605365644	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	1.825	6750.0	10500.0	ARAYA-SAL-114.Table.1.selections.txt	f	0.242737884	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	6
942	Spectrogram 1	1	7424.779666667	7424.909116460	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	2.151	3937.5	9656.2	ARAYA-SAL-114.Table.1.selections.txt	g	0.149926341	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	7
943	Spectrogram 1	1	7425.085666667	7425.235342990	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	2.457	3562.5	9468.8	ARAYA-SAL-114.Table.1.selections.txt	h	0.257016583	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	8
944	Spectrogram 1	1	7425.489666667	7425.625184419	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	2.861	3468.8	9656.2	ARAYA-SAL-114.Table.1.selections.txt	g	0.164205039	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	9
945	Spectrogram 1	1	7425.792666667	7425.976728092	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	3.164	4687.5	10125.0	ARAYA-SAL-114.Table.1.selections.txt	hh	0.264155932	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	10
946	Spectrogram 1	1	7426.125666667	7426.285456256	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	3.497	6750.0	10125.0	ARAYA-SAL-114.Table.1.selections.txt	ff	0.264155933	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	11
947	Spectrogram 1	1	7426.469666667	7426.595071155	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	3.841	5625.0	10125.0	ARAYA-SAL-114.Table.1.selections.txt	cc	0.214180486	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	13
948	Spectrogram 1	1	7426.774666667	7426.910184420	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	4.146	7111.1	9000.0	ARAYA-SAL-114.Table.1.selections.txt	f	0.207041136	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	12
949	Spectrogram 1	1	7427.049666667	7427.177093807	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	4.421	5062.5	10406.2	ARAYA-SAL-114.Table.1.selections.txt	i	0.249877232999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	14
950	Spectrogram 1	1	7427.447666667	7427.605433602	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	4.819	3937.5	11156.2	ARAYA-SAL-114.Table.1.selections.txt	j	0.328410078	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	15
951	Spectrogram 1	1	7428.060666667	7428.135504829	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	5.432	2531.2	5812.5	ARAYA-SAL-114.Table.1.selections.txt	k	0.128508291	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	16
952	Spectrogram 1	1	7428.250666667	7428.400342991	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	5.622	2718.8	6093.8	ARAYA-SAL-114.Table.1.selections.txt	l	0.228459185	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	17
953	Spectrogram 1	1	7428.851666667	7428.958867277	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	6.223	4125.0	11343.8	ARAYA-SAL-114.Table.1.selections.txt	c	0.242737883999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	18
954	Spectrogram 1	1	7429.333666667	7429.477275031	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	6.705	3656.2	9937.5	ARAYA-SAL-114.Table.1.selections.txt	cc	0.271295282	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	19
955	Spectrogram 1	1	7429.705666667	7429.855342991	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	7.077	4031.2	10125.0	ARAYA-SAL-114.Table.1.selections.txt	aa	0.271295282000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	43
956	Spectrogram 1	1	7430.165666667	7430.295116461	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	7.537	3843.8	11250.0	ARAYA-SAL-114.Table.1.selections.txt	ccc	0.235598533999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	44
957	Spectrogram 1	1	7430.571666667	7430.719320338	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	7.943	6468.8	9375.0	ARAYA-SAL-114.Table.1.selections.txt	m	0.185623087999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	45
958	Spectrogram 1	1	7430.767666667	7430.960839791	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	8.139	4500.0	8156.2	ARAYA-SAL-114.Table.1.selections.txt	n	0.242737884	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	46
959	Spectrogram 1	1	7431.252666667	7431.381551619	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	8.624	3281.2	9187.5	ARAYA-SAL-114.Table.1.selections.txt	z	0.221319834999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	39
960	Spectrogram 1	1	7431.714666667	7431.836025848	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	9.086	2718.8	9093.8	ARAYA-SAL-114.Table.1.selections.txt	ii	0.235598534999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	40
961	Spectrogram 1	1	7432.066666667	7432.238592174	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	9.438	3562.5	9281.2	ARAYA-SAL-114.Table.1.selections.txt	ee	0.299852680000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	38
962	Spectrogram 1	1	7432.557666667	7432.719478908	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	9.929	3656.2	9656.2	ARAYA-SAL-114.Table.1.selections.txt	gg	0.214180486	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	47
963	Spectrogram 1	1	7432.963666667	7433.155818704	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	10.335	5343.8	9000.0	ARAYA-SAL-114.Table.1.selections.txt	o	0.299852679999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	48
964	Spectrogram 1	1	7433.401666667	7433.591154323	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	10.773	3656.2	10687.5	ARAYA-SAL-114.Table.1.selections.txt	a	0.285573980999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	37
965	Spectrogram 1	1	7433.715666667	7433.904665541	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	11.087	4218.8	9937.5	ARAYA-SAL-114.Table.1.selections.txt	b	0.221319835000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	36
966	Spectrogram 1	1	7434.179666667	7434.328221296	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	11.551	4031.2	10218.8	ARAYA-SAL-114.Table.1.selections.txt	c	0.214180485	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	35
967	Spectrogram 1	1	7434.510666667	7434.655891085	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	11.882	3656.2	9750.0	ARAYA-SAL-114.Table.1.selections.txt	d	0.214180485	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	34
968	Spectrogram 1	1	7434.917666667	7435.078625566	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	12.289	4500.0	9937.5	ARAYA-SAL-114.Table.1.selections.txt	e	0.228459185	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	33
969	Spectrogram 1	1	7435.251666667	7435.423592173	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	12.623	7218.8	9562.5	ARAYA-SAL-114.Table.1.selections.txt	f	0.228459185	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	32
970	Spectrogram 1	1	7435.557666667	7435.668912583	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	12.929	3656.2	9562.5	ARAYA-SAL-114.Table.1.selections.txt	g	0.164205039	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	30
971	Spectrogram 1	1	7435.842666667	7436.016614827	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	13.214	3750.0	10218.8	ARAYA-SAL-114.Table.1.selections.txt	h	0.249877234	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	31
972	Spectrogram 1	1	7436.226666667	7436.337912583	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	13.598	4875.0	10031.2	ARAYA-SAL-114.Table.1.selections.txt	g	0.199901787	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	29
973	Spectrogram 1	1	7436.474666667	7436.639389288	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	13.846	5062.5	9750.0	ARAYA-SAL-114.Table.1.selections.txt	hh	0.249877233000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	28
974	Spectrogram 1	1	7436.788666667	7436.928628670	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	14.160	7031.2	9750.0	ARAYA-SAL-114.Table.1.selections.txt	ff	0.178483738000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	27
975	Spectrogram 1	1	7437.110666667	7437.270456255	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	14.482	4406.2	10406.2	ARAYA-SAL-114.Table.1.selections.txt	c	0.257016582999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	26
976	Spectrogram 1	1	7437.373666667	7437.533720156	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	14.745	6843.8	10218.8	ARAYA-SAL-114.Table.1.selections.txt	f	0.207041136000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	25
977	Spectrogram 1	1	7437.606666667	7437.740161767	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	14.978	3750.0	10218.8	ARAYA-SAL-114.Table.1.selections.txt	i	0.271295281999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	24
978	Spectrogram 1	1	7437.991666667	7438.193931969	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	15.363	3750.0	10875.0	ARAYA-SAL-114.Table.1.selections.txt	j	0.299852679999999	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	23
979	Spectrogram 1	1	7438.473666667	7438.544459523	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	15.845	3000.0	6000.0	ARAYA-SAL-114.Table.1.selections.txt	k	0.164205039	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	20
980	Spectrogram 1	1	7438.647666667	7438.807456256	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	16.019	4593.8	7687.5	ARAYA-SAL-114.Table.1.selections.txt	l	0.235598534000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	21
981	Spectrogram 1	1	7439.057666667	7439.209365643	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	16.429	4125.0	9468.8	ARAYA-SAL-114.Table.1.selections.txt	jj	0.335549428	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	42
982	Spectrogram 1	1	7439.466666667	7439.598139113	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	16.838	5062.5	10125.0	ARAYA-SAL-114.Table.1.selections.txt	cc	0.207041137000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	22
983	Spectrogram 1	1	7439.818666667	7439.990592174	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	17.190	5531.2	10593.8	ARAYA-SAL-114.Table.1.selections.txt	aa	0.235598534000001	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	57
984	Spectrogram 1	1	7440.174387593	7440.350358405	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	17.546	4261.0	10354.8	ARAYA-SAL-114.Table.1.selections.txt	ccc	0.228459185000002	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	51
985	Spectrogram 1	1	7440.538666667	7440.688342991	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	17.910	6375.0	9843.8	ARAYA-SAL-114.Table.1.selections.txt	m	0.207041135999997	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	49
986	Spectrogram 1	1	7440.757666667	7440.955473694	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	18.129	4125.0	8906.2	ARAYA-SAL-114.Table.1.selections.txt	n	0.299852679999997	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	50
987	Spectrogram 1	1	7441.286666667	7441.462637479	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	18.658	3281.2	9656.2	ARAYA-SAL-114.Table.1.selections.txt	z	0.235598534999998	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	52
988	Spectrogram 1	1	7441.824666667	7441.972320337	ARAYA-SAL-114.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-114.WAV	19.196	3281.2	9375.0	ARAYA-SAL-114.Table.1.selections.txt	ii	0.185623088	NA	23	Own recordins	Dominican Republic	Ecological reserve lagoons,	18.512974	-68.378038	22-Jan-18	CO	different individual than previous recording	NA	NA	56
