Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec
459	Spectrogram 1	1	2814.434833333	2814.578228416	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	42.078	4400.0	10100.0	ARAYA-SAL-088.Table.1.selections.txt	r	0.230053115999993	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	27
460	Spectrogram 1	1	2814.892833333	2815.060127597	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	42.536	3200.0	10300.0	ARAYA-SAL-088.Table.1.selections.txt	u	0.341113240999995	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	28
461	Spectrogram 1	1	2815.373833333	2815.528017933	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	43.017	4000.0	9500.0	ARAYA-SAL-088.Table.1.selections.txt	k	0.206254518000001	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	29
462	Spectrogram 1	1	2815.818833333	2815.905739444	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	43.462	6600.0	9400.0	ARAYA-SAL-088.Table.1.selections.txt	b	0.218153815999997	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	30
463	Spectrogram 1	1	2816.028833333	2816.171123155	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	43.672	3900.0	9500.0	ARAYA-SAL-088.Table.1.selections.txt	c	0.178489486000004	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	31
464	Spectrogram 1	1	2816.697833333	2816.821674541	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	44.341	4100.0	10600.0	ARAYA-SAL-088.Table.1.selections.txt	d	0.198321651000001	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	32
465	Spectrogram 1	1	2817.412833333	2817.556228417	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	45.056	2900.0	8500.0	ARAYA-SAL-088.Table.1.selections.txt	e	0.190388784999996	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	33
466	Spectrogram 1	1	2817.891833333	2818.054782291	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	45.535	4200.0	9400.0	ARAYA-SAL-088.Table.1.selections.txt	f	0.237985981999998	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	34
467	Spectrogram 1	1	2818.550833333	2818.685537805	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	46.194	4100.0	9700.0	ARAYA-SAL-088.Table.1.selections.txt	g	0.206254516999998	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	35
468	Spectrogram 1	1	2819.163833333	2819.330864413	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	46.807	5200.0	9700.0	ARAYA-SAL-088.Table.1.selections.txt	h	0.210220950999997	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	36
469	Spectrogram 1	1	2819.691833333	2819.848264333	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	47.335	4200.0	9300.0	ARAYA-SAL-088.Table.1.selections.txt	a	0.261784579	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	37
470	Spectrogram 1	1	2820.025833333	2820.184436986	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	47.669	4300.0	10700.0	ARAYA-SAL-088.Table.1.selections.txt	j	0.337146808	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	38
471	Spectrogram 1	1	2820.457833333	2820.566714231	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	48.101	4200.0	9300.0	ARAYA-SAL-088.Table.1.selections.txt	k	0.158657321	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	39
472	Spectrogram 1	1	2820.842833333	2820.964501889	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	48.486	6100.0	10100.0	ARAYA-SAL-088.Table.1.selections.txt	mm	NA	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	48
473	Spectrogram 1	1	2821.292833333	2821.429710458	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	48.936	4800.0	10300.0	ARAYA-SAL-088.Table.1.selections.txt	l	0.218153817000001	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	40
474	Spectrogram 1	1	2822.790833333	2822.964192935	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	50.434	3900.0	10600.0	ARAYA-SAL-088.Table.1.selections.txt	a	0.214187382999995	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	47
475	Spectrogram 1	1	2823.803833333	2823.898799726	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	51.447	6400.0	9200.0	ARAYA-SAL-088.Table.1.selections.txt	b	0.126925856999996	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	43
476	Spectrogram 1	1	2824.017833333	2824.160107852	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	51.661	4200.0	9300.0	ARAYA-SAL-088.Table.1.selections.txt	c	0.170556619999999	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	44
477	Spectrogram 1	1	2824.632833333	2824.768979548	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	52.276	4200.0	9800.0	ARAYA-SAL-088.Table.1.selections.txt	d	0.174523054000005	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	45
478	Spectrogram 1	1	2825.424833333	2825.553136166	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	53.068	2706.8	8500.0	ARAYA-SAL-088.Table.1.selections.txt	e	0.166590186999997	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	41
479	Spectrogram 1	1	2825.955833333	2826.110091680	ARAYA-SAL-088.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-088.WAV	53.599	4300.0	9600.0	ARAYA-SAL-088.Table.1.selections.txt	f	0.21022095	NA	12	Own recordins	Dominican Republic	Houses on other side of old hotel (casitas), close to previously recorded one (~25-30 m)	18.51462	-68.37323	17-Jan-18	PH	single individual, different from others	NA	NA	42
480	Spectrogram 1	1	2963.847750000	2964.012871611	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	0.129	3600.0	10600.0	ARAYA-SAL-089.Table.1.selections.txt	a	0.373727181	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	1
481	Spectrogram 1	1	2964.421750000	2964.562972431	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	0.703	4300.0	10300.0	ARAYA-SAL-089.Table.1.selections.txt	bb	0.250567087	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	2
482	Spectrogram 1	1	2964.932750000	2965.021828764	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	1.214	7000.0	9700.0	ARAYA-SAL-089.Table.1.selections.txt	c	0.123160093	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	9
483	Spectrogram 1	1	2965.141750000	2965.306832248	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	1.423	4300.0	9800.0	ARAYA-SAL-089.Table.1.selections.txt	d	0.297282985	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	10
484	Spectrogram 1	1	2965.900750000	2966.041972431	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	2.182	3700.0	10100.0	ARAYA-SAL-089.Table.1.selections.txt	e	0.220838789	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	11
485	Spectrogram 1	1	2966.937750000	2967.076799778	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	3.219	3300.0	10400.0	ARAYA-SAL-089.Table.1.selections.txt	f	0.305776784	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	12
486	Spectrogram 1	1	2971.375750000	2971.516972431	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	7.657	3000.0	10500.0	ARAYA-SAL-089.Table.1.selections.txt	f	0.284542286	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	16
487	Spectrogram 1	1	2972.464750000	2972.592936514	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	8.746	6600.0	9100.0	ARAYA-SAL-089.Table.1.selections.txt	c	0.233579488	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	13
488	Spectrogram 1	1	2972.670750000	2972.846725626	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	8.952	4000.0	9200.0	ARAYA-SAL-089.Table.1.selections.txt	d	0.301529884999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	14
489	Spectrogram 1	1	2973.328750000	2973.474317737	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	9.610	4000.0	10100.0	ARAYA-SAL-089.Table.1.selections.txt	e	0.259060886999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	15
490	Spectrogram 1	1	2973.962750000	2974.045947104	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	10.244	2500.0	8900.0	ARAYA-SAL-089.Table.1.selections.txt	g	0.259060886999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	17
491	Spectrogram 1	1	2974.412750000	2974.584389569	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	10.694	4250.0	9800.0	ARAYA-SAL-089.Table.1.selections.txt	h	0.271801586999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	18
492	Spectrogram 1	1	2974.812750000	2974.945281820	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	11.094	6600.0	9800.0	ARAYA-SAL-089.Table.1.selections.txt	i	0.271801585999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	19
493	Spectrogram 1	1	2975.118750000	2975.238245903	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	11.400	4200.0	9300.0	ARAYA-SAL-089.Table.1.selections.txt	j	0.267554686	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	20
494	Spectrogram 1	1	2975.645750000	2975.833601511	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	11.927	5500.0	10400.0	ARAYA-SAL-089.Table.1.selections.txt	k	0.382220981	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	21
495	Spectrogram 1	1	2976.265750000	2976.411527151	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	12.547	3750.0	10300.0	ARAYA-SAL-089.Table.1.selections.txt	hh	0.271801586	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	22
496	Spectrogram 1	1	2976.643750000	2976.824080181	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	12.925	4500.0	10400.0	ARAYA-SAL-089.Table.1.selections.txt	l	0.276048486000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	23
497	Spectrogram 1	1	2977.179750000	2977.301743362	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	13.461	4000.0	9600.0	ARAYA-SAL-089.Table.1.selections.txt	b	0.267554686	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	24
498	Spectrogram 1	1	2977.571750000	2977.699936514	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	13.853	5800.0	9800.0	ARAYA-SAL-089.Table.1.selections.txt	dd	0.293036085000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	26
499	Spectrogram 1	1	2977.994750000	2978.149008347	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	14.276	4600.0	9600.0	ARAYA-SAL-089.Table.1.selections.txt	w	0.310023684000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	25
500	Spectrogram 1	1	2978.394750000	2978.531627126	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	14.676	6700.0	10200.0	ARAYA-SAL-089.Table.1.selections.txt	m	0.284542286000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	27
501	Spectrogram 1	1	2978.913750000	2979.044109167	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	15.195	3600.0	9900.0	ARAYA-SAL-089.Table.1.selections.txt	z	0.276048486000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	28
502	Spectrogram 1	1	2979.288750000	2979.449685503	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	15.570	4500.0	9900.0	ARAYA-SAL-089.Table.1.selections.txt	f	0.267554686999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	29
503	Spectrogram 1	1	2979.747750000	2979.869418556	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	16.029	4600.0	10600.0	ARAYA-SAL-089.Table.1.selections.txt	z	0.220838788999998	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	30
504	Spectrogram 1	1	2980.065750000	2980.207941323	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	16.347	4800.0	9400.0	ARAYA-SAL-089.Table.1.selections.txt	y	0.263307786999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	31
505	Spectrogram 1	1	2980.392750000	2980.536255078	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	16.674	6600.0	10300.0	ARAYA-SAL-089.Table.1.selections.txt	ii	0.271801586999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	32
506	Spectrogram 1	1	2980.898750000	2981.029447259	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	17.180	4500.0	10200.0	ARAYA-SAL-089.Table.1.selections.txt	k	0.271801585999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	33
507	Spectrogram 1	1	2981.213750000	2981.291965500	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	17.495	6400.0	10500.0	ARAYA-SAL-089.Table.1.selections.txt	v	0.216591889	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	34
508	Spectrogram 1	1	2981.582750000	2981.711046508	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	17.864	4250.0	10900.0	ARAYA-SAL-089.Table.1.selections.txt	x	0.271801585999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	35
509	Spectrogram 1	1	2982.196750000	2982.325907245	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	18.478	3500.0	10800.0	ARAYA-SAL-089.Table.1.selections.txt	n	0.237826387999998	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	36
510	Spectrogram 1	1	2982.860750000	2982.932447542	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	19.142	3100.0	8100.0	ARAYA-SAL-089.Table.1.selections.txt	o	0.144394593000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	37
511	Spectrogram 1	1	2983.034750000	2983.156406651	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	19.316	3500.0	7700.0	ARAYA-SAL-089.Table.1.selections.txt	p	0.178369791000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	38
512	Spectrogram 1	1	2983.492750000	2983.620936514	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	19.774	4500.0	9900.0	ARAYA-SAL-089.Table.1.selections.txt	u	0.271801585999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	39
513	Spectrogram 1	1	2983.991750000	2984.111245903	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	20.273	4300.0	10200.0	ARAYA-SAL-089.Table.1.selections.txt	k	0.352492682000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	40
514	Spectrogram 1	1	2984.471750000	2984.606454473	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	20.753	3400.0	10500.0	ARAYA-SAL-089.Table.1.selections.txt	a	0.360986482000001	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	41
515	Spectrogram 1	1	2985.027750000	2985.158317567	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	21.309	4000.0	10400.0	ARAYA-SAL-089.Table.1.selections.txt	bb	0.263307786000002	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	42
516	Spectrogram 1	1	2985.510750000	2985.615037333	ARAYA-SAL-089.WAV	/Users/phoebe/Desktop/Recordings tmp/Punta Cana/ARAYA-SAL-089.WAV	21.792	6100.0	9600.0	ARAYA-SAL-089.Table.1.selections.txt	c	0.148641491999999	NA	13	Own recordins	Dominican Republic	driveway to the abandonded hotel	18.514835	-68.373063	17-Jan-18	KK	likely to be one we recorded 2-3 days ago (definitely different than 2 other individuals recorded today); black whiskered vireo singing in background	NA	NA	43
