Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1	selec.file.2	sound.files.num	sf.element
103	Spectrogram 1	1	395.780505669	395.948082451	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	125.763	6127.7	9787.2	ARAYA-SAL-027.Table.1.selections.txt	g	0.199579185000005	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	51	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-g
104	Spectrogram 1	1	395.970505669	396.152544440	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	125.953	6042.6	10042.6	ARAYA-SAL-027.Table.1.selections.txt	h	0.345218047999992	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	52	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-h
105	Spectrogram 1	1	396.589505669	396.737159339	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	126.572	3914.9	10042.6	ARAYA-SAL-027.Table.1.selections.txt	i	0.302065791999993	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	53	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-i
106	Spectrogram 1	1	397.231505669	397.438612195	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	127.214	2808.5	9134.9	ARAYA-SAL-027.Table.1.selections.txt	j	0.334429985	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	54	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-j
107	Spectrogram 1	1	397.651505669	397.837187382	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	127.634	4000.0	9531.9	ARAYA-SAL-027.Table.1.selections.txt	k	0.361400144000001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	55	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-k
1322	Spectrogram 1	1	425.724505669	425.937245886	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	155.707	4944.6	10087.5		a	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-a
1323	Spectrogram 1	1	426.592505669	426.698982888	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	156.575	6144.6	8887.5		g	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-g
1324	Spectrogram 1	1	426.804505669	427.010131820	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	156.787	5387.5	9916.0		h	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-h
1325	Spectrogram 1	1	427.526505669	427.733538956	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	157.509	3916.0	10258.9		i	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-i
1326	Spectrogram 1	1	428.083505669	428.291322413	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	158.066	3230.3	9230.3		j	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-j
1327	Spectrogram 1	1	428.492505669	428.723207630	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	158.475	4258.9	9573.2		k	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-k
1328	Spectrogram 1	1	429.081505669	429.286699416	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	159.064	4087.5	9230.3		l	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-l
1331	Spectrogram 1	1	429.544505669	429.778511289	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	159.527	5536.3	9134.9		u	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-u
1329	Spectrogram 1	1	430.082505669	430.283010057	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	160.065	3916.0	8887.5		s	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-s
1330	Spectrogram 1	1	430.431505669	430.660879650	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	160.414	4430.3	9344.1		n	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-n
1332	Spectrogram 1	1	430.915505669	431.070835564	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	160.898	4430.3	10773.2		x	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-x
1333	Spectrogram 1	1	431.264505669	431.464248440	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	161.247	5630.3	10430.3		w	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-w
1334	Spectrogram 1	1	431.653505669	431.884210023	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	161.636	4601.7	9744.6		o	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-o
1335	Spectrogram 1	1	432.007505669	432.179133468	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	161.990	6487.5	10773.2		v	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-v
1339	Spectrogram 1	1	432.419505669	432.545366055	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	162.402	5287.5	9744.6		p	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-p
1340	Spectrogram 1	1	432.740505669	432.942277784	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	162.723	4601.7	9744.6		y	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-y
1341	Spectrogram 1	1	433.146505669	433.260924202	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	163.129	4944.6	9744.6		u	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-u
1342	Spectrogram 1	1	433.418505669	433.668936026	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	163.401	5458.9	9744.6		t	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-t
1343	Spectrogram 1	1	433.778505669	433.990179956	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	163.761	6316.0	9573.2		q	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-q
1344	Spectrogram 1	1	434.242505669	434.457949100	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	164.225	5801.7	11630.3		e	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-e
1345	Spectrogram 1	1	434.631505669	434.850572024	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	164.614	5458.9	10601.7		r	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-r
1346	Spectrogram 1	1	434.971505669	435.160537490	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	164.954	5801.7	10087.5		z	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-z
1336	Spectrogram 1	1	435.516505669	435.719598566	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	165.499	5116.0	10430.3		a	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-a
1337	Spectrogram 1	1	436.065505669	436.142738179	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	166.048	5973.2	10601.7		b	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-b
1338	Spectrogram 1	1	436.245505669	436.405691616	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	166.228	4258.9	7173.2		c	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-c
1347	Spectrogram 1	1	436.736505669	436.967285764	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	166.719	4430.3	8716.0		d	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-d
1348	Spectrogram 1	1	437.203505669	437.415702472	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	167.186	4430.3	10430.3		e	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-e
1349	Spectrogram 1	1	437.666505669	437.869598566	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	167.649	5116.0	10173.0		f	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-f
1350	Spectrogram 1	1	438.167505669	438.370396108	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	168.150	5973.2	10053.0		m	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-m
1351	Spectrogram 1	1	438.539505669	438.662505593	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	168.522	6144.6	9230.3		g	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-g
1352	Spectrogram 1	1	438.719505669	438.925911979	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	168.702	4601.7	10103.8		h	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-h
1353	Spectrogram 1	1	439.239505669	439.402552079	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	169.222	4087.5	9916.0		i	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-i
1354	Spectrogram 1	1	439.831505669	440.045290639	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	169.814	3401.7	9401.7		j	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	027.wav	027.wav-j
3357	Spectrogram 1	1	440.473505669	440.636754148	ARAYA-SAL-027.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-027.wav	170.456	8278.4	11599.6		99	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	027.wav	027.wav-99
108	Spectrogram 1	1	530.427623583	530.577623583	ARAYA-SAL-029.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-029.wav	0.202	3914.9	10297.9	ARAYA-SAL-029.Table.1.selections.txt	a	0.15	NA	3	Own recordins	Dominican Republic	gardens by parking lot of Ojos Indigenas	18.513739	-68.379637	13-Jan-18	CO	same as previous recording (28)	NA	NA	1	vervain.selections.txt	vervain_selections_all_files.txt	029.wav	029.wav-a
109	Spectrogram 1	1	530.954623583	531.073287466	ARAYA-SAL-029.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-029.wav	0.729	2638.3	9215.2	ARAYA-SAL-029.Table.1.selections.txt	b	0.1	NA	3	Own recordins	Dominican Republic	gardens by parking lot of Ojos Indigenas	18.513739	-68.379637	13-Jan-18	CO	same as previous recording (28)	NA	NA	2	vervain.selections.txt	vervain_selections_all_files.txt	029.wav	029.wav-b
110	Spectrogram 1	1	531.344623583	531.523208539	ARAYA-SAL-029.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-029.wav	1.119	3659.6	9702.1	ARAYA-SAL-029.Table.1.selections.txt	c	0.23	NA	3	Own recordins	Dominican Republic	gardens by parking lot of Ojos Indigenas	18.513739	-68.379637	13-Jan-18	CO	same as previous recording (28)	NA	NA	3	vervain.selections.txt	vervain_selections_all_files.txt	029.wav	029.wav-c
111	Spectrogram 1	1	531.917623583	532.067755870	ARAYA-SAL-029.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-029.wav	1.692	3744.7	9965.4	ARAYA-SAL-029.Table.1.selections.txt	d	0.14	NA	3	Own recordins	Dominican Republic	gardens by parking lot of Ojos Indigenas	18.513739	-68.379637	13-Jan-18	CO	same as previous recording (28)	NA	NA	4	vervain.selections.txt	vervain_selections_all_files.txt	029.wav	029.wav-d
112	Spectrogram 1	1	532.419623583	532.569453575	ARAYA-SAL-029.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-029.wav	2.194	5531.9	9702.1	ARAYA-SAL-029.Table.1.selections.txt	e	0.188	NA	3	Own recordins	Dominican Republic	gardens by parking lot of Ojos Indigenas	18.513739	-68.379637	13-Jan-18	CO	same as previous recording (28)	NA	NA	5	vervain.selections.txt	vervain_selections_all_files.txt	029.wav	029.wav-e
113	Spectrogram 1	1	532.919623583	533.054440689	ARAYA-SAL-029.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-029.wav	2.694	4013.8	9065.7	ARAYA-SAL-029.Table.1.selections.txt	f	NA	NA	3	Own recordins	Dominican Republic	gardens by parking lot of Ojos Indigenas	18.513739	-68.379637	13-Jan-18	CO	same as previous recording (28)	NA	NA	6	vervain.selections.txt	vervain_selections_all_files.txt	029.wav	029.wav-f
114	Spectrogram 1	1	657.754251701	657.928199861	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	0.385	3914.9	8936.2	ARAYA-SAL-037.Table.1.selections.txt	a	0.218752619	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	1	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-a
115	Spectrogram 1	1	658.171251701	658.286542923	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	0.802	2978.7	9617.0	ARAYA-SAL-037.Table.1.selections.txt	b	0.167102695	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	2	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-b
116	Spectrogram 1	1	658.361251701	658.541267819	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	0.992	4680.9	8936.2	ARAYA-SAL-037.Table.1.selections.txt	c	0.194446773	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	3	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-c
117	Spectrogram 1	1	658.754251701	658.908105120	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	1.385	4340.4	9702.1	ARAYA-SAL-037.Table.1.selections.txt	d	0.188370311	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	4	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-d
118	Spectrogram 1	1	659.123251701	659.282295929	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	1.754	4340.4	9872.3	ARAYA-SAL-037.Table.1.selections.txt	e	0.180461704	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	5	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-e
119	Spectrogram 1	1	659.462251701	659.617995983	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	2.093	3148.9	9617.0	ARAYA-SAL-037.Table.1.selections.txt	z	0.238467251	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	6	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-z
120	Spectrogram 1	1	659.857251701	659.984021730	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	2.488	3081.1	9531.9	ARAYA-SAL-037.Table.1.selections.txt	i	0.150384754	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	7	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-i
121	Spectrogram 1	1	660.327251701	660.463390495	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	2.958	5021.3	9617.0	ARAYA-SAL-037.Table.1.selections.txt	g	0.174016643	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	8	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-g
122	Spectrogram 1	1	660.506251701	660.641597038	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	3.137	3489.4	9702.1	ARAYA-SAL-037.Table.1.selections.txt	h	0.146088046	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	9	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-h
123	Spectrogram 1	1	661.050251701	661.176972558	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	3.681	4054.1	8998.3	ARAYA-SAL-037.Table.1.selections.txt	i	0.169719935	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	10	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-i
124	Spectrogram 1	1	661.459251701	661.600927872	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	4.090	2566.3	8667.2	ARAYA-SAL-037.Table.1.selections.txt	j	0.158978168	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	11	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-j
125	Spectrogram 1	1	661.793251701	661.969252892	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	4.424	4272.7	9645.3	ARAYA-SAL-037.Table.1.selections.txt	k	0.210538655	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	12	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-k
126	Spectrogram 1	1	662.339251701	662.484746019	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	4.970	4102.1	9560.0	ARAYA-SAL-037.Table.1.selections.txt	l	0.158978168	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	13	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-l
127	Spectrogram 1	1	662.944251701	663.097965736	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	5.575	4187.4	9700.1	ARAYA-SAL-037.Table.1.selections.txt	m	0.163274875	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	14	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-m
