Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1	selec.file.2	sound.files.num	sf.element
876	Spectrogram 1	1	4540.271897959	4540.401347753	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	59.747	4031.2	8906.2	ARAYA-SAL-113.Table.1.selections.txt	c	0.231892416999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	3	vervain.selections.txt	vervain_selections_all_files.txt	113	113-c
877	Spectrogram 1	1	4540.588897959	4540.703163628	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	60.064	4312.5	10593.8	ARAYA-SAL-113.Table.1.selections.txt	d	0.150999714000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	4	vervain.selections.txt	vervain_selections_all_files.txt	113	113-d
878	Spectrogram 1	1	4541.039897959	4541.197664894	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	60.515	3562.5	9683.8	ARAYA-SAL-113.Table.1.selections.txt	e	0.194142489000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	5	vervain.selections.txt	vervain_selections_all_files.txt	113	113-e
879	Spectrogram 1	1	4541.390897959	4541.571159375	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	60.866	4091.8	9070.1	ARAYA-SAL-113.Table.1.selections.txt	f	0.231892416999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	6	vervain.selections.txt	vervain_selections_all_files.txt	113	113-f
880	Spectrogram 1	1	4541.824897959	4541.975876523	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	61.300	4312.5	9615.6	ARAYA-SAL-113.Table.1.selections.txt	g	0.226499570000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	7	vervain.selections.txt	vervain_selections_all_files.txt	113	113-g
881	Spectrogram 1	1	4542.170897959	4542.361027341	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	61.646	5625.0	9843.8	ARAYA-SAL-113.Table.1.selections.txt	h	0.291213734000003	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	8	vervain.selections.txt	vervain_selections_all_files.txt	113	113-h
882	Spectrogram 1	1	4542.617897959	4542.767574279	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	62.093	4593.8	9468.8	ARAYA-SAL-113.Table.1.selections.txt	i	0.248070958	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	9	vervain.selections.txt	vervain_selections_all_files.txt	113	113-i
883	Spectrogram 1	1	4542.964897959	4543.107532057	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	62.440	3777.8	9187.5	ARAYA-SAL-113.Table.1.selections.txt	j	0.183356794999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	10	vervain.selections.txt	vervain_selections_all_files.txt	113	113-j
884	Spectrogram 1	1	4543.257897959	4543.383302446	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	62.733	4031.2	10125.0	ARAYA-SAL-113.Table.1.selections.txt	k	0.161785406999996	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	11	vervain.selections.txt	vervain_selections_all_files.txt	113	113-k
885	Spectrogram 1	1	4543.530897959	4543.676528977	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	63.006	6093.8	9843.8	ARAYA-SAL-113.Table.1.selections.txt	l	0.188749642000005	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	12	vervain.selections.txt	vervain_selections_all_files.txt	113	113-l
886	Spectrogram 1	1	4543.909897959	4544.047438364	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	63.385	4406.2	9468.8	ARAYA-SAL-113.Table.1.selections.txt	m	0.163972700999999	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	13	vervain.selections.txt	vervain_selections_all_files.txt	113	113-m
887	Spectrogram 1	1	4544.142897959	4544.268302447	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	63.618	5906.2	8906.2	ARAYA-SAL-113.Table.1.selections.txt	r	0.194142489000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	19	vervain.selections.txt	vervain_selections_all_files.txt	113	113-r
888	Spectrogram 1	1	4544.421897959	4544.553370405	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	63.897	4968.8	10031.2	ARAYA-SAL-113.Table.1.selections.txt	n	0.177963948000006	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	14	vervain.selections.txt	vervain_selections_all_files.txt	113	113-n
889	Spectrogram 1	1	4544.746897959	4544.883116230	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	64.222	4888.9	9468.8	ARAYA-SAL-113.Table.1.selections.txt	o	0.183356795000009	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	16	vervain.selections.txt	vervain_selections_all_files.txt	113	113-o
890	Spectrogram 1	1	4545.118897959	4545.248347751	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	64.594	4312.5	10218.8	ARAYA-SAL-113.Table.1.selections.txt	p	0.150999713000004	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	17	vervain.selections.txt	vervain_selections_all_files.txt	113	113-p
891	Spectrogram 1	1	4545.403897959	4545.567732854	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	64.879	4875.0	10031.2	ARAYA-SAL-113.Table.1.selections.txt	q	0.194142489000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	18	vervain.selections.txt	vervain_selections_all_files.txt	113	113-q
892	Spectrogram 1	1	4545.672897959	4545.795418343	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	65.148	5906.2	9937.5	ARAYA-SAL-113.Table.1.selections.txt	rr	0.188749642000005	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	20	vervain.selections.txt	vervain_selections_all_files.txt	113	113-rr
893	Spectrogram 1	1	4545.957897959	4546.101506323	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	65.433	4968.8	9750.0	ARAYA-SAL-113.Table.1.selections.txt	s	0.215713875999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	21	vervain.selections.txt	vervain_selections_all_files.txt	113	113-s
894	Spectrogram 1	1	4546.240897959	4546.435072649	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	65.716	4968.8	8812.5	ARAYA-SAL-113.Table.1.selections.txt	t	0.237285264000008	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	22	vervain.selections.txt	vervain_selections_all_files.txt	113	113-t
895	Spectrogram 1	1	4546.498897959	4546.639403559	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	65.974	5718.8	10500.0	ARAYA-SAL-113.Table.1.selections.txt	u	0.188749642000005	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	23	vervain.selections.txt	vervain_selections_all_files.txt	113	113-u
896	Spectrogram 1	1	4546.874897959	4547.044800813	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	66.350	5437.5	10593.8	ARAYA-SAL-113.Table.1.selections.txt	v	0.264249499000002	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	24	vervain.selections.txt	vervain_selections_all_files.txt	113	113-v
897	Spectrogram 1	1	4547.204897959	4547.319766336	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	66.680	3750.0	8718.8	ARAYA-SAL-113.Table.1.selections.txt	w	0.12942832600001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	25	vervain.selections.txt	vervain_selections_all_files.txt	113	113-w
898	Spectrogram 1	1	4547.384897959	4547.543325500	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	66.860	4406.2	7687.5	ARAYA-SAL-113.Table.1.selections.txt	x	0.210321030000003	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	26	vervain.selections.txt	vervain_selections_all_files.txt	113	113-x
899	Spectrogram 1	1	4547.710897959	4547.843616261	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	67.186	3937.5	10218.8	ARAYA-SAL-113.Table.1.selections.txt	mm	0.161785406999996	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	27	vervain.selections.txt	vervain_selections_all_files.txt	113	113-mm
900	Spectrogram 1	1	4548.046897959	4548.196574282	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	67.522	5250.0	10125.0	ARAYA-SAL-113.Table.1.selections.txt	nn	0.183356794999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	15	vervain.selections.txt	vervain_selections_all_files.txt	113	113-nn
901	Spectrogram 1	1	4548.408897959	4548.601049996	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	67.884	3187.5	10781.2	ARAYA-SAL-113.Table.1.selections.txt	y	0.291213732999992	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	29	vervain.selections.txt	vervain_selections_all_files.txt	113	113-y
902	Spectrogram 1	1	4548.810897959	4548.964619588	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	68.286	4031.2	10031.2	ARAYA-SAL-113.Table.1.selections.txt	kk	0.199535335999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	34	vervain.selections.txt	vervain_selections_all_files.txt	113	113-kk
903	Spectrogram 1	1	4549.144897959	4549.286483671	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	68.620	4687.5	9562.5	ARAYA-SAL-113.Table.1.selections.txt	b	0.177963947999999	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	30	vervain.selections.txt	vervain_selections_all_files.txt	113	113-b
904	Spectrogram 1	1	4549.351897959	4549.530814106	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	68.827	4593.8	10312.5	ARAYA-SAL-113.Table.1.selections.txt	c	0.204928182000003	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	31	vervain.selections.txt	vervain_selections_all_files.txt	113	113-c
905	Spectrogram 1	1	4549.836897959	4549.995018388	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	69.312	3937.5	10312.5	ARAYA-SAL-113.Table.1.selections.txt	d	0.183356794999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	33	vervain.selections.txt	vervain_selections_all_files.txt	113	113-d
906	Spectrogram 1	1	4550.424897959	4550.571262803	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	69.900	3187.5	9937.5	ARAYA-SAL-113.Table.1.selections.txt	e	0.226499570000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	32	vervain.selections.txt	vervain_selections_all_files.txt	113	113-e
907	Spectrogram 1	1	4551.987897959	4552.214435095	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	71.463	3468.8	10312.5	ARAYA-SAL-113.Table.1.selections.txt	a	0.318177968000001	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	28	vervain.selections.txt	vervain_selections_all_files.txt	113	113-a
908	Spectrogram 1	1	4552.503897959	4552.637386706	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	71.979	3187.5	8872.7	ARAYA-SAL-113.Table.1.selections.txt	w	0.140214020000002	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	35	vervain.selections.txt	vervain_selections_all_files.txt	113	113-w
909	Spectrogram 1	1	4552.685897959	4552.835040091	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	72.161	4500.0	7595.5	ARAYA-SAL-113.Table.1.selections.txt	x	0.210321030000003	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	36	vervain.selections.txt	vervain_selections_all_files.txt	113	113-x
910	Spectrogram 1	1	4553.106897959	4553.274778160	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	72.582	4125.0	9656.2	ARAYA-SAL-113.Table.1.selections.txt	mm	0.259305666999992	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	63	vervain.selections.txt	vervain_selections_all_files.txt	113	113-mm
911	Spectrogram 1	1	4553.423897959	4553.619496174	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	72.899	5182.9	10093.0	ARAYA-SAL-113.Table.1.selections.txt	nn	0.236425754999999	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	61	vervain.selections.txt	vervain_selections_all_files.txt	113	113-nn
912	Spectrogram 1	1	4553.809897959	4553.974790990	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	73.285	3281.2	10093.0	ARAYA-SAL-113.Table.1.selections.txt	y	0.251679029000002	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	62	vervain.selections.txt	vervain_selections_all_files.txt	113	113-y
913	Spectrogram 1	1	4554.175897959	4554.330085806	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	73.651	3562.5	10297.6	ARAYA-SAL-113.Table.1.selections.txt	kk	0.251679029000002	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	52	vervain.selections.txt	vervain_selections_all_files.txt	113	113-kk
914	Spectrogram 1	1	4554.556897959	4554.658665821	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	74.032	4500.0	9468.8	ARAYA-SAL-113.Table.1.selections.txt	b	0.183039293999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	49	vervain.selections.txt	vervain_selections_all_files.txt	113	113-b
915	Spectrogram 1	1	4554.725897959	4554.914004689	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	74.201	4125.0	8858.1	ARAYA-SAL-113.Table.1.selections.txt	c	0.327945401999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	50	vervain.selections.txt	vervain_selections_all_files.txt	113	113-c
916	Spectrogram 1	1	4555.291897959	4555.441574279	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	74.767	3843.8	9480.9	ARAYA-SAL-113.Table.1.selections.txt	d	0.183356794999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	41	vervain.selections.txt	vervain_selections_all_files.txt	113	113-d
917	Spectrogram 1	1	4555.822897959	4555.972574282	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	75.298	5473.8	9343.2	ARAYA-SAL-113.Table.1.selections.txt	e	0.183039293999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	42	vervain.selections.txt	vervain_selections_all_files.txt	113	113-e
918	Spectrogram 1	1	4556.188897959	4556.367403905	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	75.664	4875.0	9074.3	ARAYA-SAL-113.Table.1.selections.txt	f	0.30506548999999	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	43	vervain.selections.txt	vervain_selections_all_files.txt	113	113-f
919	Spectrogram 1	1	4556.674897959	4556.863745408	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	76.150	4593.8	9477.6	ARAYA-SAL-113.Table.1.selections.txt	g	0.327945401000008	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	44	vervain.selections.txt	vervain_selections_all_files.txt	113	113-g
920	Spectrogram 1	1	4557.111897959	4557.265619589	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	76.587	5437.5	9656.2	ARAYA-SAL-113.Table.1.selections.txt	h	0.266932303000004	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	45	vervain.selections.txt	vervain_selections_all_files.txt	113	113-h
921	Spectrogram 1	1	4557.522897959	4557.681459105	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	76.998	3843.8	10031.2	ARAYA-SAL-113.Table.1.selections.txt	z	0.236425753999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	47	vervain.selections.txt	vervain_selections_all_files.txt	113	113-z
922	Spectrogram 1	1	4558.005897959	4558.181868768	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	77.481	3937.5	9550.1	ARAYA-SAL-113.Table.1.selections.txt	v	0.327945401999997	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	46	vervain.selections.txt	vervain_selections_all_files.txt	113	113-v
923	Spectrogram 1	1	4558.427897959	4558.543949030	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	77.903	4429.0	9204.1	ARAYA-SAL-113.Table.1.selections.txt	w	0.15639256	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	37	vervain.selections.txt	vervain_selections_all_files.txt	113	113-w
924	Spectrogram 1	1	4558.601897959	4558.772339167	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	78.077	4705.9	7889.2	ARAYA-SAL-113.Table.1.selections.txt	x	0.183356794999995	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	38	vervain.selections.txt	vervain_selections_all_files.txt	113	113-x
925	Spectrogram 1	1	4558.959897959	4559.156921384	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	78.435	4312.5	8402.1	ARAYA-SAL-113.Table.1.selections.txt	mm	NA	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	64	vervain.selections.txt	vervain_selections_all_files.txt	113	113-mm
926	Spectrogram 1	1	4559.332897959	4559.490664894	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	78.808	4218.8	9746.5	ARAYA-SAL-113.Table.1.selections.txt	nn	0.20591920599999	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	59	vervain.selections.txt	vervain_selections_all_files.txt	113	113-nn
927	Spectrogram 1	1	4559.659897959	4559.835373797	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	79.135	3000.0	9562.5	ARAYA-SAL-113.Table.1.selections.txt	y	0.213545842999991	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	60	vervain.selections.txt	vervain_selections_all_files.txt	113	113-y
928	Spectrogram 1	1	4560.095897959	4560.241528975	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	79.571	4312.5	9937.5	ARAYA-SAL-113.Table.1.selections.txt	kk	0.205919206000004	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	54	vervain.selections.txt	vervain_selections_all_files.txt	113	113-kk
929	Spectrogram 1	1	4560.433897959	4560.553234489	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	79.909	5343.8	9468.8	ARAYA-SAL-113.Table.1.selections.txt	b	0.152532745000002	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	55	vervain.selections.txt	vervain_selections_all_files.txt	113	113-b
930	Spectrogram 1	1	4560.581897959	4560.716849283	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	80.057	5156.2	9065.7	ARAYA-SAL-113.Table.1.selections.txt	c	0.221172479999993	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	56	vervain.selections.txt	vervain_selections_all_files.txt	113	113-c
931	Spectrogram 1	1	4560.886897959	4561.030360503	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	80.362	4125.0	10125.0	ARAYA-SAL-113.Table.1.selections.txt	d	0.221172480000007	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	57	vervain.selections.txt	vervain_selections_all_files.txt	113	113-d
932	Spectrogram 1	1	4561.321897959	4561.498220423	ARAYA-SAL-113.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-113.WAV	80.797	4775.1	9204.1	ARAYA-SAL-113.Table.1.selections.txt	e	0.221172479999993	NA	22	Own recordins	Dominican Republic	Ecological reserve lagoons, 100 m from reserve entrance	18.512965	-68.378358	22-Jan-18	KK	NA	NA	NA	58	vervain.selections.txt	vervain_selections_all_files.txt	113	113-e
