Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1
3229	Spectrogram 1	1	5657.525963719	5657.638085538	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	262.100	4465.9	9155.2		k	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3230	Spectrogram 1	1	5657.837963719	5658.021946772	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	262.412	4429.0	9619.3		d	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3231	Spectrogram 1	1	5658.278963719	5658.448654414	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	262.853	3796.0	9601.8		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3232	Spectrogram 1	1	5658.847963719	5658.991416344	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	263.422	4570.8	9612.0		f	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3233	Spectrogram 1	1	5659.246728699	5659.393131588	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	263.821	3796.0	10271.7		g	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3234	Spectrogram 1	1	5659.798417634	5659.907327100	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	264.372	2491.3	9550.1		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3235	Spectrogram 1	1	5659.982963719	5660.123360632	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	264.557	4429.0	7145.5		i	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3236	Spectrogram 1	1	5660.414963719	5660.573281705	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	264.989	4498.2	9155.2		j	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3237	Spectrogram 1	1	5660.818963719	5660.987494757	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	265.393	3796.0	9601.8		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3238	Spectrogram 1	1	5661.235963719	5661.410634309	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	265.810	3572.8	9679.3		ff	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3239	Spectrogram 1	1	5661.744963719	5661.899834206	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	266.319	3126.2	10718.3		ee	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3240	Spectrogram 1	1	5662.116963719	5662.225661325	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	266.691	5359.1	8872.7		l	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3241	Spectrogram 1	1	5662.307165283	5662.489016564	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	266.881	3845.9	8581.3		m	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3242	Spectrogram 1	1	5662.943963719	5663.097838334	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	267.518	3796.0	9825.1		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3243	Spectrogram 1	1	5663.546963719	5663.697733099	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	268.121	2902.9	9378.5		n	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3244	Spectrogram 1	1	5663.935963719	5664.129800161	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	268.510	3572.8	9550.1		o	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3245	Spectrogram 1	1	5664.559963719	5664.718979302	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	269.134	3428.1	9477.6		p	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3246	Spectrogram 1	1	5665.077963719	5665.259955831	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	269.652	5511.8	9679.3		q	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3247	Spectrogram 1	1	5665.571963719	5665.711662306	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	270.146	4465.9	9601.8		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3248	Spectrogram 1	1	5665.917963719	5666.133016962	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	270.492	4689.2	9480.9		s	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3249	Spectrogram 1	1	5666.513307393	5666.652568678	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	271.087	3796.0	9825.1		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3250	Spectrogram 1	1	5667.033963719	5667.198901410	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	271.608	4498.2	9378.5		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3251	Spectrogram 1	1	5667.677963719	5667.818435081	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	272.252	4465.9	9343.2		b	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3252	Spectrogram 1	1	5668.075532837	5668.245145940	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	272.650	4465.9	9155.2		c	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3253	Spectrogram 1	1	5668.509963719	5668.637934179	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	273.084	4465.9	9688.5		k	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3254	Spectrogram 1	1	5668.874951368	5669.032507819	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	273.449	4624.6	9688.5		d	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3255	Spectrogram 1	1	5670.203730425	5670.398339143	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	274.778	3495.3	9880.9		g	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3256	Spectrogram 1	1	5670.822963719	5670.925032463	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	275.397	2009.7	9343.2		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3257	Spectrogram 1	1	5672.122963719	5672.308718305	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	276.697	3349.5	10048.4		g	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3258	Spectrogram 1	1	5672.769963719	5672.878261251	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	277.344	2233.0	8996.5		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3259	Spectrogram 1	1	5672.952461325	5673.121075798	ARAYA-SAL-117.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-117.WAV	277.527	4152.2	7700.1		i	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
3262	Spectrogram 1	1	189.962000000	190.052118629	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	189.962	3923.0	9759.8															
3263	Spectrogram 1	1	191.127000000	191.249194751	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	191.127	5003.9	10408.3															
3264	Spectrogram 1	1	191.518000000	191.650886792	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	191.518	5760.5	9435.5															
3265	Spectrogram 1	1	191.915000000	192.024975276	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	191.915	5922.6	10084.0															
3266	Spectrogram 1	1	192.357000000	192.489886791	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	192.357	5922.6	9381.4															
3268	Spectrogram 1	1	679.072251701	679.244851787	ARAYA-SAL-037.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-037.wav	21.703	4895.8	9219.3															
3269	Spectrogram 1	1	797.365100007	797.488954570	ARAYA-SAL-055.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-055.WAV	10.338	3995.6	9859.6															
3270	Spectrogram 1	1	797.025378233	797.149100419	ARAYA-SAL-055.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-055.WAV	9.999	6359.1	9493.7															
3273	Spectrogram 1	1	1481.053891156	1481.209689464	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	359.406	6246.9	9651.7															
3274	Spectrogram 1	1	1481.415891156	1481.599183283	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	359.768	4059.9	9537.4															
3275	Spectrogram 1	1	1481.756891156	1481.886723079	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	360.109	6679.2	9921.9															
3276	Spectrogram 1	1	1482.044891156	1482.171668211	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	360.397	4787.7	9344.1															
3277	Spectrogram 1	1	1482.365891156	1482.500305382	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	360.718	4679.6	8895.0															
3278	Spectrogram 1	1	1482.706233837	1482.817736548	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	361.058	5262.3	9495.6															
3279	Spectrogram 1	1	1482.994891156	1483.149162029	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	361.347	5057.9	9111.2															
3284	Spectrogram 1	1	2172.372526077	2172.497430124	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	7.584	3490.6	9537.4															
3285	Spectrogram 1	1	2172.555526077	2172.711678254	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	7.767	4679.6	7435.9															
3286	Spectrogram 1	1	2173.032526077	2173.184809542	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	8.244	5328.1	8624.8															
3287	Spectrogram 1	1	2173.464526077	2173.595885435	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	8.676	6355.0	8949.1															
3288	Spectrogram 1	1	2580.761333333	2580.857561700	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	8.308	7327.8	9435.5															
3289	Spectrogram 1	1	2581.120333333	2581.233363478	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	8.667	6841.4	9003.1															
3290	Spectrogram 1	1	2581.465333333	2581.595165256	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	9.012	6517.1	8570.8															
3291	Spectrogram 1	1	2581.836333333	2581.976857297	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	9.383	6571.2	8732.9															
3292	Spectrogram 1	1	2582.190333333	2582.304890912	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	9.737	6625.2	8841.0															
3293	Spectrogram 1	1	2582.553333333	2582.657198871	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	10.100	6300.9	9003.1															
3294	Spectrogram 1	1	2582.894333333	2583.015000650	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	10.441	6084.8	8732.9															
3295	Spectrogram 1	1	2583.251333333	2583.361308609	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	10.798	6463.1	10030.0															
3296	Spectrogram 1	1	2583.528333333	2583.655110387	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	11.075	5868.6	9381.4															
3297	Spectrogram 1	1	2583.862333333	2583.957034265	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	11.409	7057.5	9165.3															
3298	Spectrogram 1	1	2682.319333333	2682.481241378	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	109.866	4463.4	9435.5															
3299	Spectrogram 1	1	2761.669333333	2761.834296247	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	189.216	5436.2	8084.4															
3300	Spectrogram 1	1	2762.784333333	2762.923329862	ARAYA-SAL-088.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-088.wav	190.331	4085.1	9597.6															
3301	Spectrogram 1	1	2815.203081633	2815.346660466	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	51.409	4355.3	8895.0															
3302	Spectrogram 1	1	2815.899081633	2816.025858687	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	52.105	4679.6	8678.9															
3304	Spectrogram 1	1	2817.065081633	2817.173529475	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	53.271	3675.8	9479.7															
3305	Spectrogram 1	1	2820.997081633	2821.113166647	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	57.203	3611.3	8705.8															
3310	Spectrogram 1	1	2840.088081633	2840.237770203	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	76.294	6642.2	9415.2															
3311	Spectrogram 1	1	2893.485081633	2893.619495860	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	129.691	6126.3	9157.3															
3312	Spectrogram 1	1	2894.080081633	2894.223660465	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	130.286	5997.4	9924.1															
3313	Spectrogram 1	1	2895.342081633	2895.478023293	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	131.548	4707.6	9479.7															
3314	Spectrogram 1	1	2896.480081633	2896.632825072	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	132.686	5026.5	9086.3															
3315	Spectrogram 1	1	2897.809081633	2897.924611445	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	134.015	3030.9	9204.1															
3316	Spectrogram 1	1	2898.236081633	2898.353694081	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	134.442	4643.1	9221.7															
3317	Spectrogram 1	1	2899.959081633	2900.024761312	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	136.165	2966.4	7738.5															
3318	Spectrogram 1	1	2900.120081633	2900.274352506	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	136.326	5030.0	7480.6															
3319	Spectrogram 1	1	2900.578081633	2900.689584344	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	136.784	5094.5	8383.4															
3320	Spectrogram 1	1	2901.022081633	2901.145803818	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	137.228	5997.4	8770.3															
3322	Spectrogram 1	1	2901.502081633	2901.604419737	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	137.708	6319.8	10060.1															
3323	Spectrogram 1	1	2902.078081633	2902.178892303	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	138.284	4127.2	9157.3															
3324	Spectrogram 1	1	2902.509081633	2902.628221515	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	138.715	6900.2	9092.8															
3325	Spectrogram 1	1	2902.716081633	2902.877989679	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	138.922	5223.5	8834.8															
3326	Spectrogram 1	1	2903.399081633	2903.551825072	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	139.605	4578.6	9802.1															
3328	Spectrogram 1	1	2904.048081633	2904.112233877	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	140.254	3353.4	8189.9															
3329	Spectrogram 1	1	2904.449081633	2904.581968425	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	140.655	4643.1	9092.8															
3330	Spectrogram 1	1	2905.015081633	2905.147968424	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	141.221	4256.2	9092.8															
3333	Spectrogram 1	1	2905.629081633	2905.766550728	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	141.835	4643.1	9286.2															
3334	Spectrogram 1	1	2906.066081633	2906.188276384	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	142.272	5803.9	9350.7															
3335	Spectrogram 1	1	2907.327081633	2907.450803819	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	143.533	4901.1	9092.8															
3336	Spectrogram 1	1	2907.595081633	2907.712694081	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	143.801	6513.3	9802.1															
3338	Spectrogram 1	1	2908.851081633	2908.971748950	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	145.057	4256.2	8963.8															
3339	Spectrogram 1	1	2910.230081633	2910.405736588	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	146.436	6061.8	8963.8															
3340	Spectrogram 1	1	2910.006081633	2910.097727696	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	146.212	7287.1	9286.2															
3342	Spectrogram 1	1	33.008000000	33.136119059	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	33.008	4961.0	10158.3															
3344	Spectrogram 1	1	41.797000000	41.956115606	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	41.797	4905.8	9716.0															
3346	Spectrogram 1	1	116.755569242	116.881621865	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	116.756	4574.0	9771.2															
3349	Spectrogram 1	1	88.784676084	88.929326635	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	88.785	4795.2	10213.6															
3350	Spectrogram 1	1	89.468666546	89.619516406	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	89.469	6066.8	10434.7															
3351	Spectrogram 1	1	173.304905197	173.404094146	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	173.305	6066.8	9494.8															
3352	Spectrogram 1	1	177.001679569	177.071938408	ARAYA-SAL-019.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-019.wav	177.002	6398.6	9052.5															
3357	Spectrogram 1	1	440.473042982	440.636291461	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	170.456	8278.4	11599.6															
3358	Spectrogram 1	1	1722.257322602	1722.362710860	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	600.609	5790.4	8720.7															
3371	Spectrogram 1	1	1605.089204361	1605.184260437	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	483.441	7117.3	9605.4															
3378	Spectrogram 1	1	1913.437850817	1913.559770567	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	791.790	3744.7	8444.3															
3381	Spectrogram 1	1	2819.965189143	2820.076776711	ARAYA-SAL-089.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-089.wav	56.171	3966.0	10354.4															
3385	Spectrogram 1	1	3105.425218887	3105.559537256	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	86.242	3725.9	9392.3															
3387	Spectrogram 1	1	3134.191064788	3134.317828266	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	115.008	4914.7	8951.0															
3392	Spectrogram 1	1	3173.586457625	3173.731075113	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	154.403	3884.2	9078.7															
3393	Spectrogram 1	1	3174.168498379	3174.300618059	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	154.985	4759.0	9516.2															
3394	Spectrogram 1	1	3174.861101793	3174.984149414	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	155.678	3064.0	8914.7															
3395	Spectrogram 1	1	3175.285667319	3175.424928604	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	156.102	3064.0	9570.8															
3396	Spectrogram 1	1	3176.220423598	3176.373968091	ARAYA-SAL-091.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-091.wav	157.037	3446.7	10281.7															
3397	Spectrogram 1	1	3339.357858265	3339.550681582	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	15.648	4595.5	9337.3															
3398	Spectrogram 1	1	3339.823847948	3339.961323832	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	16.114	6050.4	9983.9															
3399	Spectrogram 1	1	3340.348755867	3340.513012767	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	16.639	4272.2	9337.3															
3400	Spectrogram 1	1	3340.673698865	3340.791535336	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	16.964	4649.4	9876.1															
3401	Spectrogram 1	1	3341.077199510	3341.218246196	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	17.368	4224.3	9482.1															
3402	Spectrogram 1	1	3341.778862136	3341.991324866	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	18.069	4649.2	9960.1															
3403	Spectrogram 1	1	3342.667991877	3342.833917631	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	18.959	4702.3	10225.7															
3404	Spectrogram 1	1	3342.883908861	3343.019599343	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	19.174	7039.1	10013.2															
3405	Spectrogram 1	1	3334.903050308	3335.049453196	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	11.194	5349.9	10199.4															
3406	Spectrogram 1	1	3335.490447265	3335.613639939	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	11.781	4702.3	9375.9															
3407	Spectrogram 1	1	3335.713622400	3335.822531866	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	12.004	5074.0	8473.1															
3408	Spectrogram 1	1	3324.012120286	3324.160308576	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	0.303	4436.7	10013.2															
3409	Spectrogram 1	1	3324.583448634	3324.740563929	ARAYA-SAL-094.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-094.wav	0.874	5127.1	9322.8															
