Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1
212	Spectrogram 1	1	997.391630385	997.517490771	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	17.009	3533.4	9727.0	ARAYA-SAL-060.Table.1.selections.txt	f	0.138000000000002	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	43	vervain.selections.txt
213	Spectrogram 1	1	997.829630385	997.927866319	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	17.447	2662.4	8996.5	ARAYA-SAL-060.Table.1.selections.txt	g	0.111000000000001	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	38	vervain.selections.txt
214	Spectrogram 1	1	998.018921774	998.158514015	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	17.636	4501.1	7694.7	ARAYA-SAL-060.Table.1.selections.txt	h	0.194000000000003	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	39	vervain.selections.txt
215	Spectrogram 1	1	998.355630385	998.507234941	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	17.973	4307.6	8468.9	ARAYA-SAL-060.Table.1.selections.txt	i	0.154	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	40	vervain.selections.txt
216	Spectrogram 1	1	998.719630385	998.876955869	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	18.337	4017.3	9823.7	ARAYA-SAL-060.Table.1.selections.txt	k	NA	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	51	vervain.selections.txt
217	Spectrogram 1	1	999.099630385	999.262676794	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	18.717	2759.2	10017.3	ARAYA-SAL-060.Table.1.selections.txt	l	0.161000000000001	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	50	vervain.selections.txt
218	Spectrogram 1	1	999.497630385	999.634932625	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	19.115	3533.4	9920.5	ARAYA-SAL-060.Table.1.selections.txt	a	0.129999999999999	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	49	vervain.selections.txt
219	Spectrogram 1	1	999.912630385	1000.032769845	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	19.530	6049.5	8952.8	ARAYA-SAL-060.Table.1.selections.txt	b	0.149000000000001	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	41	vervain.selections.txt
220	Spectrogram 1	1	1000.115630385	1000.281537258	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	19.733	3920.5	8856.0	ARAYA-SAL-060.Table.1.selections.txt	c	0.198	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	47	vervain.selections.txt
221	Spectrogram 1	1	1000.547049205	1000.695237495	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	20.164	3428.6	10210.8	ARAYA-SAL-060.Table.1.selections.txt	d	0.113	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	48	vervain.selections.txt
222	Spectrogram 1	1	1001.928949140	1002.084490810	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	21.546	3428.6	10307.6	ARAYA-SAL-060.Table.1.selections.txt	f	0.196999999999999	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	46	vervain.selections.txt
223	Spectrogram 1	1	1002.476630385	1002.565304749	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	22.094	2662.4	9408.5	ARAYA-SAL-060.Table.1.selections.txt	g	0.133999999999997	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	44	vervain.selections.txt
224	Spectrogram 1	1	1002.637630385	1002.802467106	ARAYA-SAL-060.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-060.WAV	22.255	3673.5	7597.9	ARAYA-SAL-060.Table.1.selections.txt	h	0.195	NA	6	Own recordins	Dominican Republic	Security guard by old hotel	18.516987	-68.375041	14-Jan-18	CO	no information, silence at end	NA	NA	45	vervain.selections.txt
225	Spectrogram 1	1	1634.213891156	1634.396960809	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	512.566	4404.4	10404.4	ARAYA-SAL-075.Table.1.selections.txt	a	0.318953645999954	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	1	vervain.selections.txt
226	Spectrogram 1	1	1634.774891156	1634.849263203	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	513.127	4114.1	8275.3	ARAYA-SAL-075.Table.1.selections.txt	b	0.162179820000006	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	3	vervain.selections.txt
227	Spectrogram 1	1	1634.943891156	1635.084053859	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	513.296	4307.6	7985.0	ARAYA-SAL-075.Table.1.selections.txt	c	0.183803796000007	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	4	vervain.selections.txt
228	Spectrogram 1	1	1635.375891156	1635.538937566	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	513.728	5468.9	9146.3	ARAYA-SAL-075.Table.1.selections.txt	d	0.227051748000008	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	5	vervain.selections.txt
229	Spectrogram 1	1	1635.792891156	1635.927332933	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	514.145	6049.5	10791.5	ARAYA-SAL-075.Table.1.selections.txt	e	0.20002177799995	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	6	vervain.selections.txt
230	Spectrogram 1	1	1636.198891156	1636.376239883	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	514.551	4501.1	9920.5	ARAYA-SAL-075.Table.1.selections.txt	f	0.254081718999942	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	7	vervain.selections.txt
231	Spectrogram 1	1	1636.682891156	1636.820193396	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	515.035	4888.2	9823.7	ARAYA-SAL-075.Table.1.selections.txt	g	0.194615784999996	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	8	vervain.selections.txt
232	Spectrogram 1	1	1637.059891156	1637.154286446	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	515.412	6243.1	9436.6	ARAYA-SAL-075.Table.1.selections.txt	h	0.118931868000004	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	9	vervain.selections.txt
233	Spectrogram 1	1	1637.282891156	1637.457379419	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	515.635	4501.1	9339.9	ARAYA-SAL-075.Table.1.selections.txt	y	0.232457743000055	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	10	vervain.selections.txt
234	Spectrogram 1	1	1637.814891156	1637.992239882	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	516.167	4597.9	9920.5	ARAYA-SAL-075.Table.1.selections.txt	i	0.248675724999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	11	vervain.selections.txt
235	Spectrogram 1	1	1638.355891156	1638.494411178	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	516.708	4017.3	10210.8	ARAYA-SAL-075.Table.1.selections.txt	j	0.129743856999994	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	12	vervain.selections.txt
236	Spectrogram 1	1	1638.744891156	1638.916518956	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	517.097	4307.6	9727.0	ARAYA-SAL-075.Table.1.selections.txt	k	0.243269730999941	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	13	vervain.selections.txt
237	Spectrogram 1	1	1639.193891156	1639.360330704	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	517.546	3727.0	9823.7	ARAYA-SAL-075.Table.1.selections.txt	l	0.141436756000076	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	14	vervain.selections.txt
238	Spectrogram 1	1	1639.605891156	1639.794681736	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	517.958	5372.1	10114.1	ARAYA-SAL-075.Table.1.selections.txt	m	0.248469977000013	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	15	vervain.selections.txt
239	Spectrogram 1	1	1640.051891156	1640.220658493	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	518.404	4307.6	9243.1	ARAYA-SAL-075.Table.1.selections.txt	n	0.233179516000064	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	16	vervain.selections.txt
240	Spectrogram 1	1	1640.374891156	1640.572263125	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	518.727	4017.3	10114.1	ARAYA-SAL-075.Table.1.selections.txt	o	0.248469976000024	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	21	vervain.selections.txt
241	Spectrogram 1	1	1640.843891156	1640.969751543	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	519.196	4210.8	9533.4	ARAYA-SAL-075.Table.1.selections.txt	gg	0.160549831000026	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	20	vervain.selections.txt
242	Spectrogram 1	1	1641.184891156	1641.319332933	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	519.537	5759.2	9920.5	ARAYA-SAL-075.Table.1.selections.txt	p	0.240824747000033	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	22	vervain.selections.txt
243	Spectrogram 1	1	1641.537891156	1641.692356176	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	519.890	4307.6	10017.3	ARAYA-SAL-075.Table.1.selections.txt	q	0.225534286000084	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	23	vervain.selections.txt
244	Spectrogram 1	1	1642.089891156	1642.201483513	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	520.442	4404.4	9727.0	ARAYA-SAL-075.Table.1.selections.txt	r	0.145259371000066	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	24	vervain.selections.txt
245	Spectrogram 1	1	1642.349891156	1642.455728299	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	520.702	4501.1	9243.1	ARAYA-SAL-075.Table.1.selections.txt	s	0.160549831000026	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	27	vervain.selections.txt
246	Spectrogram 1	1	1642.650891156	1642.751007372	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	521.003	4114.1	9920.5	ARAYA-SAL-075.Table.1.selections.txt	r	0.179662907000079	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	25	vervain.selections.txt
247	Spectrogram 1	1	1642.902891156	1643.048774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	521.255	4210.8	9436.6	ARAYA-SAL-075.Table.1.selections.txt	ff	0.214066441	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	26	vervain.selections.txt
248	Spectrogram 1	1	1643.208891156	1643.346193396	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	521.561	6436.6	9823.7	ARAYA-SAL-075.Table.1.selections.txt	t	0.179662905999976	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	28	vervain.selections.txt
249	Spectrogram 1	1	1643.508891156	1643.656803205	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	521.861	4597.9	10597.9	ARAYA-SAL-075.Table.1.selections.txt	e	0.175840290999986	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	29	vervain.selections.txt
250	Spectrogram 1	1	1643.768891156	1643.911914322	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	522.121	5468.9	10404.4	ARAYA-SAL-075.Table.1.selections.txt	v	0.187308137000059	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	30	vervain.selections.txt
251	Spectrogram 1	1	1644.014891156	1644.160774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	522.367	4791.5	10597.9	ARAYA-SAL-075.Table.1.selections.txt	w	0.19877598100004	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	31	vervain.selections.txt
252	Spectrogram 1	1	1644.410891156	1644.556774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	522.763	3339.9	10501.1	ARAYA-SAL-075.Table.1.selections.txt	a	0.248469976000024	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	17	vervain.selections.txt
253	Spectrogram 1	1	1644.948891156	1645.071827765	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	523.301	3533.4	10117.4	ARAYA-SAL-075.Table.1.selections.txt	b	0.175840290999986	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	18	vervain.selections.txt
254	Spectrogram 1	1	1645.128891156	1645.297658493	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	523.481	3823.7	7597.9	ARAYA-SAL-075.Table.1.selections.txt	c	0.21788905599999	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	19	vervain.selections.txt
255	Spectrogram 1	1	1645.529891156	1645.687216639	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	523.882	3920.5	9243.1	ARAYA-SAL-075.Table.1.selections.txt	d	0.193273169999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	32	vervain.selections.txt
256	Spectrogram 1	1	1645.878891156	1646.024774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	524.231	4017.3	9533.4	ARAYA-SAL-075.Table.1.selections.txt	e	0.189882413000078	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	33	vervain.selections.txt
257	Spectrogram 1	1	1646.270891156	1646.445379419	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	524.623	3436.6	9727.0	ARAYA-SAL-075.Table.1.selections.txt	f	0.227180743999952	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	34	vervain.selections.txt
258	Spectrogram 1	1	1646.648891156	1646.803356175	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	525.001	3920.5	9146.3	ARAYA-SAL-075.Table.1.selections.txt	g	0.193273169999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	35	vervain.selections.txt
259	Spectrogram 1	1	1646.957891156	1647.069449226	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	525.310	6727.0	9436.6	ARAYA-SAL-075.Table.1.selections.txt	h	0.149193324999942	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	36	vervain.selections.txt
260	Spectrogram 1	1	1647.145891156	1647.303216639	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	525.498	4114.1	9436.6	ARAYA-SAL-075.Table.1.selections.txt	y	0.227180743999952	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	37	vervain.selections.txt
261	Spectrogram 1	1	1647.620891156	1647.772495712	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	525.973	4114.1	9920.5	ARAYA-SAL-075.Table.1.selections.txt	i	0.23396225800002	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	38	vervain.selections.txt
262	Spectrogram 1	1	1648.095891156	1648.171608185	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	526.448	2952.8	8828.6	ARAYA-SAL-075.Table.1.selections.txt	j	0.125458021999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	39	vervain.selections.txt
263	Spectrogram 1	1	1648.430891156	1648.593937566	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	526.783	3630.2	9533.4	ARAYA-SAL-075.Table.1.selections.txt	k	0.237353015999929	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	40	vervain.selections.txt
264	Spectrogram 1	1	1648.776891156	1648.944362213	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	527.129	3920.5	8759.2	ARAYA-SAL-075.Table.1.selections.txt	l	0.169537867999907	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	41	vervain.selections.txt
265	Spectrogram 1	1	1649.157891156	1649.297485775	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	527.510	4661.9	9533.4	ARAYA-SAL-075.Table.1.selections.txt	m	0.189882412999964	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	43	vervain.selections.txt
266	Spectrogram 1	1	1649.600891156	1649.758216639	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	527.953	4307.6	9533.4	ARAYA-SAL-075.Table.1.selections.txt	n	0.203445441999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	42	vervain.selections.txt
267	Spectrogram 1	1	1649.904891156	1650.076518956	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	528.257	4501.1	10597.9	ARAYA-SAL-075.Table.1.selections.txt	o	0.206836199000008	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	44	vervain.selections.txt
268	Spectrogram 1	1	1650.301891156	1650.427751543	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	528.654	4114.1	10404.4	ARAYA-SAL-075.Table.1.selections.txt	gg	0.200054684999941	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	45	vervain.selections.txt
269	Spectrogram 1	1	1650.590891156	1650.736774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	528.943	5805.8	9590.0	ARAYA-SAL-075.Table.1.selections.txt	p	0.210226956000042	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	46	vervain.selections.txt
270	Spectrogram 1	1	1650.893891156	1651.082681736	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	529.246	4610.8	9689.6	ARAYA-SAL-075.Table.1.selections.txt	q	0.240743773000077	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	47	vervain.selections.txt
271	Spectrogram 1	1	1651.203891156	1651.329751543	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	529.556	6303.7	10187.5	ARAYA-SAL-075.Table.1.selections.txt	x	0.200054684999941	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	48	vervain.selections.txt
272	Spectrogram 1	1	1651.474891156	1651.577867836	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	529.827	4710.4	9390.9	ARAYA-SAL-075.Table.1.selections.txt	r	0.200054685000055	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	49	vervain.selections.txt
273	Spectrogram 1	1	1651.729891156	1651.821425983	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	530.082	3714.5	9092.1	ARAYA-SAL-075.Table.1.selections.txt	s	0.111894993999954	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	50	vervain.selections.txt
274	Spectrogram 1	1	1652.029891156	1652.143037771	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	530.382	4013.3	9789.2	ARAYA-SAL-075.Table.1.selections.txt	r	0.162756353999953	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	51	vervain.selections.txt
275	Spectrogram 1	1	1652.281891156	1652.462493490	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	530.634	3625.9	9590.0	ARAYA-SAL-075.Table.1.selections.txt	ff	0.196663927000031	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	52	vervain.selections.txt
276	Spectrogram 1	1	1652.559891156	1652.688612006	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	530.912	6502.9	9689.6	ARAYA-SAL-075.Table.1.selections.txt	t	0.152584081999976	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	53	vervain.selections.txt
277	Spectrogram 1	1	1652.831891156	1652.972053860	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	531.184	4112.8	10287.1	ARAYA-SAL-075.Table.1.selections.txt	e	0.186491656000044	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	54	vervain.selections.txt
278	Spectrogram 1	1	1653.082891156	1653.217332933	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	531.435	5009.1	9789.2	ARAYA-SAL-075.Table.1.selections.txt	v	0.196663927000031	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	55	vervain.selections.txt
